caso 0
					6: 3162 IOP10000T
					5: 3866 IOP10000T
					6: 3239 IOP10000T
					5: 3751 IOP10000T
					6: 3197 IOP10000T
					5: 3902 IOP10000T
					6: 3411 IOP10000T
					5: 4079 IOP10000T
					6: 3502 IOP10000T
					5: 3892 IOP10000T
					6: 3236 IOP10000T
					5: 3734 IOP10000T
					6: 3338 IOP10000T
					5: 3913 IOP10000T
					6: 3473 IOP10000T
					5: 3932 IOP10000T
					6: 3518 IOP10000T
					5: 3925 IOP10000T
					6: 3236 IOP10000T
					5: 4045 IOP10000T
					6: 3559 IOP10000T
					5: 3642 IOP10000T
					6: 3296 IOP10000T
					5: 3889 IOP10000T
					6: 3382 IOP10000T
					5: 3817 IOP10000T
					6: 3501 IOP10000T

caso 4
6: 1948 KFLOP10000T
5: 2338 KFLOP10000T
6: 1927 KFLOP10000T
6: 1935 KFLOP10000T
5: 2333 KFLOP10000T
6: 1976 KFLOP10000T
6: 1984 KFLOP10000T
5: 2304 KFLOP10000T
6: 1985 KFLOP10000T
5: 2287 KFLOP10000T
6: 1984 KFLOP10000T
6: 1983 KFLOP10000T
5: 2285 KFLOP10000T
6: 1987 KFLOP10000T
6: 1988 KFLOP10000T
5: 2291 KFLOP10000T
6: 1987 KFLOP10000T
5: 2289 KFLOP10000T
6: 1983 KFLOP10000T
6: 1985 KFLOP10000T
5: 2287 KFLOP10000T
6: 1985 KFLOP10000T
6: 1989 KFLOP10000T
5: 2289 KFLOP10000T
6: 1987 KFLOP10000T
6: 1988 KFLOP10000T
5: 2290 KFLOP10000T
6: 1989 KFLOP10000T
5: 2306 KFLOP10000T
6: 1999 KFLOP10000T
5: 3046 KFLOP10000T
6: 2839 KFLOP10000T
5: 5803 KFLOP10000T
6: 4885 KFLOP10000T
5: 5738 KFLOP10000T
6: 4934 KFLOP10000T
5: 5666 KFLOP10000T
6: 4922 KFLOP10000T
5: 5667 KFLOP10000T
6: 4926 KFLOP10000T
5: 5670 KFLOP10000T
6: 4924 KFLOP10000T
5: 5672 KFLOP10000T
5: 5703 KFLOP10000T
6: 4936 KFLOP10000T
5: 5720 KFLOP10000T
6: 4944 KFLOP10000T
5: 5676 KFLOP10000T
6: 4930 KFLOP10000T

